hgnc_id	gene_symbol	ncbi_gene_id	ensembl_gene_id	ucsc_id	refseq_accession	ensembl_transcript_id	uniprot_id
56353	GALNT9-AS1	100130238	ENSG00000256943		NR_024563		
19873	GALNT10	55568	ENSG00000164574	uc003lvh.4	NM_198321	ENST00000297107	Q86SR1
19875	GALNT11	63917	ENSG00000178234	uc010lqg.2	NM_022087	ENST00000430044	Q8NCW6
19877	GALNT12	79695	ENSG00000119514	uc004ayz.3	NM_024642	ENST00000375011	Q8IXK2
23242	GALNT13	114805	ENSG00000144278	uc002tyr.5	NM_052917	ENST00000392825	Q8IUC8
56700	GALNT13-AS1	100144595	ENSG00000224675		NR_161181		
22946	GALNT14	79623	ENSG00000158089	uc002rnr.4	NM_024572	ENST00000349752	Q96FL9
21531	GALNT15	117248	ENSG00000131386	uc003car.5	NM_054110	ENST00000339732	Q8N3T1
23233	GALNT16	57452	ENSG00000100626	uc001xlb.3	NM_001168368	ENST00000448469	Q8N428
55435	GALNT16-AS1	105370550	ENSG00000258957		NR_184249		
16347	GALNT17	64409	ENSG00000185274	uc003tvy.5	NM_022479	ENST00000333538	Q6IS24
30488	GALNT18	374378	ENSG00000110328	uc001mjo.3	NM_198516	ENST00000227756	Q6P9A2
58440	GALNT18-AS1	124902632	ENSG00000255462		NR_201239		
21725	GALNTL5	168391	ENSG00000106648	uc064jlp.1	NM_145292	ENST00000392800	Q7Z4T8
33844	GALNTL6	442117	ENSG00000174473	uc003isv.4	NM_001034845	ENST00000506823	Q49A17
54079	GALNTL6-AS1	101928314			NR_125894		
58909	GALNTL6-AS2	124900811	ENSG00000299213				
58910	GALNTL6-AS3	107986201					
24840	GALP	85569	ENSG00000197487	uc002qmo.1	NM_033106	ENST00000357330	Q9UBC7
4132	GALR1	2587	ENSG00000166573	uc002lms.5	NM_001480	ENST00000299727	P47211
4133	GALR2	8811	ENSG00000182687	uc002jqm.3	NM_003857	ENST00000329003	O43603
4134	GALR3	8484	ENSG00000128310	uc003aub.1	NM_003614	ENST00000249041	O60755
4135	GALT	2592	ENSG00000213930	uc003zve.5	NM_000155	ENST00000378842	P07902
4136	GAMT	2593	ENSG00000130005	uc002lsj.5	NM_138924	ENST00000252288	Q14353
33982	GAMTP1	391491			NG_007653.2		
37697	GAMTP2	100129452	ENSG00000231910		NG_016563		
4137	GAN	8139	ENSG00000261609	uc002fgo.4	NM_001377486	ENST00000648994	Q9H2C0
4138	GANAB	23193	ENSG00000089597	uc001nub.5	NM_198334	ENST00000356638	Q14697
4139	GANC	2595	ENSG00000214013	uc001zpi.4	NM_198141	ENST00000318010	Q8TET4
4140	GAP43	2596	ENSG00000172020	uc003ebq.3	NM_002045	ENST00000305124	P17677
4141	GAPDH	2597	ENSG00000111640	uc001qop.4	NM_002046	ENST00000229239	P04406
58389	GAPDH-AS1		ENSG00000269968				
55492	GAPDH-DT	112268089	ENSG00000255966		XR_002957397		
4159	GAPDHP1	2616	ENSG00000228232		NG_001123		
16577	GAPDHP2	170516	ENSG00000236811		NG_001038		
4160	GAPDHP14	54050	ENSG00000236056		NG_009356		
13950	GAPDHP15	642317	ENSG00000214563		NG_006993		
23768	GAPDHP16	387491	ENSG00000225502		NG_009468		
37765	GAPDHP17	360008	ENSG00000229551		NG_002925		
23947	GAPDHP19	140028	ENSG00000234529		NG_002924		
37772	GAPDHP20	343338	ENSG00000224333		NG_009347		
37773	GAPDHP21	389970	ENSG00000236993		NG_009342		
37774	GAPDHP22	390421	ENSG00000234005		NG_011332		
37775	GAPDHP23	391075	ENSG00000235595		NG_009339		
37776	GAPDHP24	391162	ENSG00000185221		NG_009350		
37777	GAPDHP25	391367	ENSG00000213594		NG_006131		
37778	GAPDHP26	392374	ENSG00000229541		NG_009355		
37779	GAPDHP27	401960	ENSG00000239873		NG_009337		
37780	GAPDHP28	441572	ENSG00000213449		NG_009344		
37781	GAPDHP29	441893	ENSG00000178596		NG_009349		
37782	GAPDHP30	643228	ENSG00000183663		NG_009345		
37783	GAPDHP31	643739	ENSG00000235868		NG_009353		
37784	GAPDHP32	644213	ENSG00000226443		NG_011343		
37785	GAPDHP33	644237	ENSG00000240244		NG_009336		
37786	GAPDHP34	646877	ENSG00000235306		NG_011461		
37789	GAPDHP35	647001	ENSG00000250982		NG_009340		
37790	GAPDHP36	647249	ENSG00000213158		NG_016486		
37791	GAPDHP37	651258	ENSG00000231907		NG_006079		
37792	GAPDHP38	729493	ENSG00000249210		NG_009334		
37796	GAPDHP39	100128589	ENSG00000239207		NG_009351		
37797	GAPDHP40	100131743	ENSG00000248626		NG_009333		
37798	GAPDHP41	100131935	ENSG00000277172		NG_007298		
37799	GAPDHP42	100240707	ENSG00000219881		NG_009328		
37800	GAPDHP43	100240708	ENSG00000250130		NG_009331		
37801	GAPDHP44	100240709	ENSG00000213352		NG_009335		
37802	GAPDHP45	100240710	ENSG00000228312		NG_009343		
37804	GAPDHP46	100240711	ENSG00000224678		NG_009348		
37803	GAPDHP47	100240712	ENSG00000243033		NG_009352		
37805	GAPDHP48	100240713	ENSG00000232718		NG_009354		
38555	GAPDHP49	100421189	ENSG00000234285		NG_023664		
38556	GAPDHP50	100421236	ENSG00000241861		NG_025600		
38557	GAPDHP51	100421271	ENSG00000236973		NG_026939		
38558	GAPDHP52	100421313	ENSG00000235076		NG_024895		
38559	GAPDHP53	100421318	ENSG00000234069		NG_025000		
38560	GAPDHP54	100421319	ENSG00000226769		NG_025009		
38561	GAPDHP55	100421324	ENSG00000224055		NG_025379		
38562	GAPDHP56	100421232	ENSG00000249018		NG_025161		
38563	GAPDHP57	100421188	ENSG00000236167		NG_023572		
4142	GAPDHP58	391077	ENSG00000229570		NG_009338		
4152	GAPDHP59	645024	ENSG00000231739		NG_006132		
4153	GAPDHP60	2601	ENSG00000248180		NG_003011		
4155	GAPDHP61	729403	ENSG00000248415		NG_009327		
4156	GAPDHP62	100128961	ENSG00000251013		NG_009346		
4157	GAPDHP63	442231	ENSG00000218582		NG_006998		
4158	GAPDHP64	391069	ENSG00000231072		NG_006130		
4143	GAPDHP65	389849	ENSG00000235587		NG_006129		
4144	GAPDHP66	645256	ENSG00000250933		NG_007000		
4145	GAPDHP67	2609	ENSG00000219930		NG_006127		
4146	GAPDHP68	100132601	ENSG00000233876		NG_009341		
4147	GAPDHP69	2611	ENSG00000223460		NG_009332		
4148	GAPDHP70	642259	ENSG00000249489		NG_007004		
4149	GAPDHP71	2613	ENSG00000213376		NG_003027		
22955	GAPDHP72	346085	ENSG00000216624		NG_009329		
22956	GAPDHP73	442262	ENSG00000226540		NG_007007		
50647	GAPDHP74	391073	ENSG00000232780		NG_022738		
50648	GAPDHP75	100652918	ENSG00000226196		NG_032724		
50649	GAPDHP76	100287725	ENSG00000249840		NG_028151		
55049	GAPDHP77	118568801	ENSG00000215000		NG_084017		
24864	GAPDHS	26330	ENSG00000105679	uc002oaf.2	NM_014364	ENST00000222286	O14556
51308	GAPLINC	100505592	ENSG00000266835		NR_110429		
26588	GAPT	202309	ENSG00000175857	uc003jro.2	NM_152687	ENST00000502276	Q8N292
23375	GAPVD1	26130	ENSG00000165219	uc004bps.4	NM_001282679	ENST00000297933	Q14C86
14264	GAR1	54433	ENSG00000109534	uc003hzu.4	NM_018983	ENST00000226796	Q9NY12
55191	GAR1-DT	124900758	ENSG00000272795		NR_186620		
26136	GAREM1	64762	ENSG00000141441	uc002kxk.3	NM_022751	ENST00000269209	Q9H706
27172	GAREM2	150946	ENSG00000157833	uc002rgw.2	NM_001168241	ENST00000401533	Q75VX8
27998	GARIN1A	346653	ENSG00000205085	uc003vnk.6	NM_001012454	ENST00000682356	Q6NXP2
30704	GARIN1B	84691	ENSG00000135248	uc003vno.3	NM_032599	ENST00000621392	Q96KD3
20101	GARIN2	161142	ENSG00000172717	uc001xja.2	NM_173526	ENST00000696955	Q8N9W8
28397	GARIN3	153745	ENSG00000170613	uc003lwn.4	NM_130899	ENST00000302938	Q8TC56
49805	GARIN3P1	100421478	ENSG00000270683		NG_023885		
26541	GARIN4	149647	ENSG00000162771	uc001hjk.4	NM_153606	ENST00000294829	Q8IYT1
25107	GARIN5A	112703	ENSG00000142530	uc002psh.4	NM_001308429	ENST00000600100	Q6IPT2
25278	GARIN5B	284418	ENSG00000180043	uc002qkr.3	NM_001145402	ENST00000424985	Q8N5Q1
28594	GARIN6	196472	ENSG00000180219	uc001tgn.4	NM_153364	ENST00000324341	Q8NEG0
25425	GARNL3	84253	ENSG00000136895	uc011mae.3	NM_032293	ENST00000373387	Q5VVW2
29016	GARRE1	9710	ENSG00000166398	uc002nvd.5	NM_014686	ENST00000299505	O15063
4162	GARS1	2617	ENSG00000106105	uc003tbm.4	NM_002047	ENST00000389266	P41250
48951	GARS1-DT	401320	ENSG00000196295		NR_038889		
50480	GARS1P1	100419764	ENSG00000262135		NG_026193		
4163	GART	2618	ENSG00000159131	uc002yry.4	NM_000819	ENST00000381815	P22102
4165	GAS1	2619	ENSG00000180447	uc004aox.5	NM_002048	ENST00000298743	P54826
52261	GAS1RR	100506834	ENSG00000226237		NR_049794		
4167	GAS2	2620	ENSG00000148935	uc009yie.4	NM_177553	ENST00000454584	O43903
16955	GAS2L1	10634	ENSG00000185340	uc032qlb.2	NM_006478	ENST00000616432	Q99501
50293	GAS2L1P1	124902155	ENSG00000229511		XR_007061488		
27986	GAS2L1P2	340508	ENSG00000228376		NR_002942		
24846	GAS2L2	246176	ENSG00000270765	uc002hjv.2	NM_139285	ENST00000604641	Q8NHY3
27475	GAS2L3	283431	ENSG00000139354	uc001thu.4	NM_174942	ENST00000547754	Q86XJ1
16355	GAS5	60674	ENSG00000234741	uc057nkb.1	NR_002578		
44119	GAS5-AS1	100506046	ENSG00000270084	uc021pfa.1	NR_037605		
4168	GAS6	2621	ENSG00000183087	uc001vud.4	NM_000820	ENST00000327773	Q14393
39826	GAS6-AS1	650669	ENSG00000233695	uc031qno.3	NR_044995		
43694	GAS6-DT	100506394	ENSG00000272695	uc021rmw.2	NR_044993		
4169	GAS7	8522	ENSG00000007237	uc002gmg.2	NM_003644|NM_201432|NM_201433	ENST00000432992	O60861
1197	GAS8-AS1	750	ENSG00000221819		NR_122031		O95177
53461	GASAL1	401472	ENSG00000253669		NR_149020		
24485	GASK1A	729085	ENSG00000144649	uc003cmp.6	NM_001129908	ENST00000430121	Q9UFP1
25312	GASK1B	51313	ENSG00000164125	uc003ipr.5	NM_001031700|NM_016613	ENST00000585682	Q6UWH4
53132	GASK1B-AS1	285505	ENSG00000248429		NR_147407		
4164	GAST	2520	ENSG00000184502	uc002hxl.3	NM_000805	ENST00000329402	P01350
4170	GATA1	2623	ENSG00000102145	uc004dkq.5	NM_002049	ENST00000376670	P15976
4171	GATA2	2624	ENSG00000179348	uc003eko.3	NM_032638	ENST00000341105	P23769
51108	GATA2-AS1	101927167	ENSG00000244300		NR_125398		
4172	GATA3	2625	ENSG00000107485	uc001ika.4	NM_001002295	ENST00000379328	P23771
33786	GATA3-AS1	399717	ENSG00000197308	uc001ijx.1	NR_104327		
4173	GATA4	2626	ENSG00000136574	uc003wuc.3	NM_002052	ENST00000532059	P43694
15802	GATA5	140628	ENSG00000130700	uc002ycx.1	NM_080473	ENST00000252997	Q9BWX5
4174	GATA6	2627	ENSG00000141448	uc002ktt.2	NM_005257	ENST00000269216	Q92908
48840	GATA6-AS1	100128893	ENSG00000266010		NR_102763		
58686	GATA6-AS2		ENSG00000266283				
29941	GATAD1	57798	ENSG00000157259	uc003ulx.3	NM_021167	ENST00000287957	Q8WUU5
29989	GATAD2A	54815	ENSG00000167491	uc010xqt.3	NM_017660	ENST00000683918	Q86YP4
30778	GATAD2B	57459	ENSG00000143614	uc001fdb.5	NM_020699	ENST00000368655	Q8WXI9
8849	GATB	5188	ENSG00000059691		NM_001363341	ENST00000263985	O75879
58895	GATB-AS1	107986197	ENSG00000251455				
25068	GATC	283459	ENSG00000257218	uc010szi.3	NM_176818	ENST00000551765	O43716
26616	GATD1	347862	ENSG00000177225	uc001lrc.4	NM_182612	ENST00000319863	Q8NB37
29907	GATD1-DT	171391	ENSG00000255284		NR_126342		
1273	GATD3	8209	ENSG00000160221	uc002zec.5	NM_004649	ENST00000291577	P0DPI2
4175	GATM	2628	ENSG00000171766	uc001zvc.4	NM_001482	ENST00000396659	P50440
53880	GAU1	101929549	ENSG00000255474		NR_110112		
4177	GBA1	2629	ENSG00000177628	uc001fjk.4	NM_000157	ENST00000368373	P04062
4178	GBA1LP	2630	ENSG00000160766		NR_002188.2		
18986	GBA2	57704	ENSG00000070610	uc003zxw.3	NM_020944	ENST00000378103	Q9HCG7
19069	GBA3	57733	ENSG00000249948	uc031sdv.2	NM_001128432	ENST00000709220	Q9H227
58743	GBA3-AS1	105374521					
4180	GBE1	2632	ENSG00000114480	uc062lqz.1	NM_000158	ENST00000429644	Q04446
4181	GBF1	8729	ENSG00000107862	uc001kux.3	NM_001199378	ENST00000369983	Q92538
20460	GBGT1	26301	ENSG00000148288	uc004ccw.5	NM_021996	ENST00000372040	Q8N5D6
4182	GBP1	2633	ENSG00000117228	uc001dmx.3	NM_002053	ENST00000370473	P32455
39561	GBP1P1	400759	ENSG00000225492		NR_003133		
4183	GBP2	2634	ENSG00000162645	uc001dmz.3	NM_004120	ENST00000370466	P32456
4184	GBP3	2635	ENSG00000117226	uc001dmt.4	NM_018284	ENST00000370481	Q9H0R5
20480	GBP4	115361	ENSG00000162654	uc001dnb.4	NM_052941	ENST00000355754	Q96PP9
19895	GBP5	115362	ENSG00000154451	uc057iek.1	NM_052942	ENST00000370459	Q96PP8
25395	GBP6	163351	ENSG00000183347	uc001dnf.3	NM_198460	ENST00000370456	Q6ZN66
29606	GBP7	388646	ENSG00000213512	uc001dna.2	NM_207398	ENST00000294671	Q8N8V2
4185	GBX1	2636	ENSG00000164900	uc011kvg.3	NM_001098834	ENST00000297537	Q14549
4186	GBX2	2637	ENSG00000168505	uc002vvw.2	NM_001485	ENST00000306318	P52951
55714	GBX2-AS1	121853074	ENSG00000233611		NR_186035		
4187	GC	2638	ENSG00000145321	uc003hge.4	NM_000583	ENST00000273951	P02774
15990	GCA	25801	ENSG00000115271	uc002ucg.4	NM_012198	ENST00000437150	P28676
52281	GCASPC	112441427					
4188	GCAT	23464	ENSG00000100116	uc003atz.4	NM_014291.2	ENST00000248924	O75600
20013	GCATP1	319140	ENSG00000270878		NG_002517		
53740	GCAWKR	105369201	ENSG00000272808		NR_160702		
19095	GCC1	79571	ENSG00000179562	uc003vma.4	NM_024523	ENST00000321407	Q96CN9
23218	GCC2	9648	ENSG00000135968	uc002tec.4	NM_014635	ENST00000309863	Q8IWJ2
28126	GCC2-AS1	644903	ENSG00000214184		NR_135290		
4189	GCDH	2639	ENSG00000105607	uc002mvq.5	NM_000159	ENST00000222214	Q92947
1317	GCFC2	6936	ENSG00000005436	uc002sno.4	NM_003203	ENST00000321027	P16383
4191	GCG	2641	ENSG00000115263	uc002ucc.5	NM_002054	ENST00000418842	P01275
4192	GCGR	2642	ENSG00000215644	uc010wuw.2	NM_000160	ENST00000400723	P47871
4193	GCH1	2643	ENSG00000131979	uc059bsc.1	NM_000161	ENST00000491895	P30793
4194	GCHFR	2644	ENSG00000137880	uc001zmr.2	NM_005258	ENST00000260447	P30047
4195	GCK	2645	ENSG00000106633	uc003tkl.3	NM_000162	ENST00000403799	P35557
4196	GCKR	2646	ENSG00000084734	uc002rky.4	NM_001486	ENST00000264717	Q14397
4311	GCLC	2729	ENSG00000001084	uc003pbw.3	NM_001197115	ENST00000650454	P48506
56649	GCLC-AS1	105375095	ENSG00000249379		NR_183318		
4312	GCLM	2730	ENSG00000023909	uc001dqg.2	NM_002061	ENST00000370238	P48507
4197	GCM1	8521	ENSG00000137270	uc003pbp.4	NM_003643	ENST00000259803	Q9NP62
57011	GCM1P1	100421414	ENSG00000267245		NG_024177		
4198	GCM2	9247	ENSG00000124827	uc003mzn.5	NM_004752	ENST00000379491	O75603
4199	GCN1	10985	ENSG00000089154		NM_006836	ENST00000300648	Q92616
15805	GCNA	93953	ENSG00000147174	uc004eae.3	NM_052957	ENST00000373696	Q96QF7
52401	GCNAP1	100419929	ENSG00000256912		NG_023977		
4203	GCNT1	2650	ENSG00000187210	uc010mpg.4	NM_001097634	ENST00000376730	Q02742
16532	GCNT1P1	170517	ENSG00000236474		NG_001039		
37972	GCNT1P2	100421560	ENSG00000249206		NG_021841		
37973	GCNT1P3	100421581	ENSG00000231047		NG_022287		
37974	GCNT1P4	100462829	ENSG00000219653		NG_022356		
37975	GCNT1P5	100421598	ENSG00000237620		NG_022567		
4204	GCNT2	2651	ENSG00000111846	uc010jol.4	NM_145649	ENST00000495262	Q8N0V5
21623	GCNT2P1	644378	ENSG00000205318		NG_055911		
4205	GCNT3	9245	ENSG00000140297	uc002age.4	NM_004751	ENST00000396065	O95395
17973	GCNT4	51301	ENSG00000176928	uc003kdn.4	NM_016591	ENST00000652361	Q9P109
16099	GCNT7	140687	ENSG00000124091	uc061xww.1	NM_080615		Q6ZNI0
26424	GCOM1	145781	ENSG00000137878	uc002aem.4	NM_001018090		
20253	GCSAM	257144	ENSG00000174500	uc003dys.2	NM_152785	ENST00000308910	Q8N6F7
29583	GCSAML	148823	ENSG00000169224	uc031vul.1	NM_145278	ENST00000366488	Q5JQS6
41244	GCSAML-AS1	148824		uc057ram.1	NR_027309		
4208	GCSH	2653	ENSG00000140905	uc002fgd.4	NM_004483	ENST00000315467	P23434
43922	GCSHP1	106480441	ENSG00000248651		NG_043382		
43927	GCSHP2	100288298	ENSG00000259525		NG_016382		
43929	GCSHP3	100329109	ENSG00000237580		NR_033248		
43930	GCSHP4	100287495	ENSG00000256171		NG_016379		
44195	GCSHP5	100329108	ENSG00000224837		NG_029194		
56417	GCSHP6	127379698	ENSG00000270538		NG_115699		
59186	GCSHP7	729080	ENSG00000226040		NR_033244		
59187	GCSHP8	641746	ENSG00000224669		NR_033245		
59188	GCSHP9	442293	ENSG00000232736		NR_033246		
54400	GCSIR	151484	ENSG00000232520		NR_038238		
4212	GDA	9615	ENSG00000119125	uc004aiq.4	NM_001242505	ENST00000358399	Q9Y2T3
15968	GDAP1	54332	ENSG00000104381	uc003yah.4	NM_018972	ENST00000220822	Q8TB36
4213	GDAP1L1	78997	ENSG00000124194	uc002xlq.5	NM_024034	ENST00000342560	Q96MZ0
18010	GDAP2	54834	ENSG00000196505	uc001ehf.4	NM_017686	ENST00000369443	Q9NXN4
29644	GDE1	51573	ENSG00000006007	uc002dgh.4	NM_016641	ENST00000353258	Q9NZC3
4214	GDF1	2657	ENSG00000130283	uc060vuk.1	NM_001492	ENST00000247005	P27539
4217	GDF2	2658	ENSG00000263761	uc001jfa.2	NM_016204	ENST00000581492	Q9UK05
4218	GDF3	9573	ENSG00000184344	uc001qte.4	NM_020634	ENST00000329913	Q9NR23
4220	GDF5	8200	ENSG00000125965	uc032phz.2	NM_000557	ENST00000374369	P43026
33435	GDF5-AS1	554250	ENSG00000204183	uc061wmk.1	NR_161326		Q5U4N7
4221	GDF6	392255	ENSG00000156466	uc003yhp.3	NM_001001557	ENST00000287020	Q6KF10
4222	GDF7	151449	ENSG00000143869	uc002rdz.2	NM_182828	ENST00000272224	Q7Z4P5
4224	GDF9	2661	ENSG00000164404	uc011cxj.3	NM_005260	ENST00000687138	O60383
4215	GDF10	2662	ENSG00000266524	uc001jfb.4	NM_004962	ENST00000580279	P55107
4216	GDF11	10220	ENSG00000135414	uc001shq.4	NM_005811	ENST00000257868	O95390
30142	GDF15	9518	ENSG00000130513	uc002niv.2	NM_004864	ENST00000252809	Q99988
4226	GDI1	2664	ENSG00000203879	uc004fli.5	NM_001493	ENST00000447750	P31150
4227	GDI2	2665	ENSG00000057608	uc001iil.4	NM_001494	ENST00000380191	P50395
4228	GDI2P1	2667	ENSG00000229165		NG_001124		
37976	GDI2P2	100420259	ENSG00000233994		NG_022783		
4232	GDNF	2668	ENSG00000168621	uc063dca.1	NM_000514	ENST00000326524	P39905
43592	GDNF-AS1	100861519	ENSG00000248587	uc021xxo.2	NR_103441		
20883	GDPD1	284161	ENSG00000153982	uc002ixk.3	NM_182569	ENST00000284116	Q8N9F7
25974	GDPD2	54857	ENSG00000130055	uc004dyh.4	NM_017711	ENST00000374382	Q9HCC8
28638	GDPD3	79153	ENSG00000102886	uc002dwp.4	NM_024307	ENST00000406256	Q7L5L3
24849	GDPD4	220032	ENSG00000178795	uc001oyf.3	NM_182833	ENST00000315938	Q6W3E5
28804	GDPD5	81544	ENSG00000158555	uc001owp.5	NM_030792	ENST00000336898	Q8WTR4
34360	GDPGP1	390637	ENSG00000183208	uc059ned.1	NM_001013657	ENST00000329600	Q6ZNW5
4234	GEM	2669	ENSG00000164949	uc003ygi.4	NM_181702	ENST00000297596	P55040
10884	GEMIN2	8487	ENSG00000092208	uc001wuq.4	NM_001009182	ENST00000308317	O14893
49561	GEMIN2P1	101929669	ENSG00000235015				
49562	GEMIN2P2	100287063	ENSG00000235339				
15717	GEMIN4	50628	ENSG00000179409	uc002frs.2	NM_015721	ENST00000319004	P57678
20043	GEMIN5	25929	ENSG00000082516	uc003lvx.4	NM_001252156	ENST00000285873	Q8TEQ6
20044	GEMIN6	79833	ENSG00000152147	uc002rrc.4	NM_024775	ENST00000281950	Q8WXD5
20045	GEMIN7	79760	ENSG00000142252	uc002paq.2	NM_001007269	ENST00000270257	Q9H840
53773	GEMIN7-AS1	105372419	ENSG00000267348		NR_134887		
54938	GEMIN7P1	100506654	ENSG00000225238		NG_030156		
26044	GEMIN8	54960	ENSG00000046647	uc004cwb.4	NM_017856	ENST00000680255	Q9NWZ8
31818	GEMIN8P1	100128431	ENSG00000259496		NG_009513		
37977	GEMIN8P2	644600	ENSG00000260451		NG_022523		
37978	GEMIN8P3	100421535	ENSG00000223772		NG_022678		
37979	GEMIN8P4	492303	ENSG00000228175		NR_002830		
26881	GEN1	348654	ENSG00000178295	uc002rct.3	NM_182625	ENST00000381254	Q17RS7
12790	GET1	7485	ENSG00000182093	uc002yxs.4	NM_001146218	ENST00000649170	O00258
54635	GET1-SH3BGR	106865373	ENSG00000285815		NM_001317744		
44010	GET1P1	256085	ENSG00000248633		NG_006948		
752	GET3	439	ENSG00000198356	uc060uci.1	NM_004317	ENST00000357332	O43681
21690	GET4	51608	ENSG00000239857	uc003sjl.2	NM_015949	ENST00000265857	Q7L5D6
58398	GET4-AS1		ENSG00000273151				
4235	GFAP	2670	ENSG00000131095	uc002ihq.3	NM_002055	ENST00000588735	P14136
4236	GFER	2671	ENSG00000127554	uc002cob.4	NM_005262	ENST00000248114	P55789
4237	GFI1	2672	ENSG00000162676	uc001dow.5	NM_005263	ENST00000294702	Q99684
4238	GFI1B	8328	ENSG00000165702	uc064wsy.1	NM_004188	ENST00000372122	Q5VTD9
13780	GFM1	85476	ENSG00000168827	uc003fce.4	NM_024996	ENST00000486715	Q96RP9
29682	GFM2	84340	ENSG00000164347	uc003kdh.2	NM_032380	ENST00000296805	Q969S9
21096	GFOD1	54438	ENSG00000145990	uc003nat.3	NM_018988	ENST00000379287	Q9NXC2
40956	GFOD1-AS1	100874025	ENSG00000237786	uc063lym.1	NR_046709		
28159	GFOD2	81577	ENSG00000141098	uc002eub.4	NM_030819	ENST00000268797	Q3B7J2
29052	GFOD3P	57212	ENSG00000227372	uc009vlm.4	NR_033708		
4241	GFPT1	2673	ENSG00000198380	uc002sfh.4	NM_001244710	ENST00000357308	Q06210
4242	GFPT2	9945	ENSG00000131459	uc003mlw.2	NM_005110	ENST00000253778	O94808
4243	GFRA1	2674	ENSG00000151892	uc009xyr.4	NM_145793	ENST00000355422	P56159
4244	GFRA2	2675	ENSG00000168546	uc064kuz.1	NM_001495	ENST00000524240	O00451
4245	GFRA3	2676	ENSG00000146013	uc003lcn.4	NM_001496	ENST00000274721	O60609
13821	GFRA4	64096	ENSG00000125861	uc002wio.4	NM_145762	ENST00000290417	Q9GZZ7
32789	GFRAL	389400	ENSG00000187871	uc003pcm.1	NM_207410	ENST00000340465	Q6UXV0
12390	GFUS	7264	ENSG00000104522	uc003yzb.3	NM_003313	ENST00000425753	Q13630
44663	GFY	100507003	ENSG00000261949		NM_001195256	ENST00000610896	I3L273
17842	GGA1	26088	ENSG00000100083	uc003atc.4	NM_013365	ENST00000343632	Q9UJY5
16064	GGA2	23062	ENSG00000103365	uc002dlq.3	NM_015044	ENST00000309859	Q9UJY4
17079	GGA3	23163	ENSG00000125447	uc032frk.2	NM_138619	ENST00000537686	Q9NZ52
25100	GGACT	87769	ENSG00000134864	uc058yas.1	NM_033110	ENST00000683975	Q9BVM4
21705	GGCT	79017	ENSG00000006625	uc003tba.4	NM_024051	ENST00000275428	O75223
54609	GGCTP1	100528061	ENSG00000251000		NG_028017		
54610	GGCTP2	100529052	ENSG00000232943		NG_028021		
54611	GGCTP3	100528063	ENSG00000225842		NG_028018		
4247	GGCX	2677	ENSG00000115486	uc002sps.4	NM_000821	ENST00000233838	P38435
4248	GGH	8836	ENSG00000137563	uc003xuw.4	NM_001410926	ENST00000260118	Q92820
18869	GGN	199720	ENSG00000179168	uc002oij.2	NM_152657	ENST00000334928	Q86UU5
19427	GGNBP1	449520	ENSG00000204188		NR_028361		Q5YKI7
19357	GGNBP2	79893	ENSG00000278311	uc032ggv.3	NM_024835	ENST00000613102	Q9H3C7
4249	GGPS1	9453	ENSG00000152904	uc001hwv.4	NM_004837	ENST00000282841	O95749
4250	GGT1	2678	ENSG00000100031	uc003aan.2	NM_013430	ENST00000400382	P19440
4251	GGT2P	728441	ENSG00000133475	uc062byb.1	NR_172944		P36268
4252	GGT3P	2679	ENSG00000197421		NR_003267		A6NGU5
33207	GGT4P	643171	ENSG00000280208		XR_038677		
4260	GGT5	2687	ENSG00000099998	uc002zzo.4	NM_004121	ENST00000327365	P36269
26891	GGT6	124975	ENSG00000167741	uc002fyd.6	NM_153338	ENST00000381550	Q6P531
4259	GGT7	2686	ENSG00000131067	uc002xay.4	NM_178026	ENST00000336431	Q9UJ14
33438	GGT8P	645367	ENSG00000236969		NR_003503		
4253	GGTA1	2681	ENSG00000204136		NM_001382585	ENST00000481799	Q4G0N0
4254	GGTA2P	121328	ENSG00000237766		NG_002767		
16437	GGTLC1	92086	ENSG00000149435	uc002wtu.3	NM_178311.2	ENST00000335694	Q9BX51
18596	GGTLC2	91227	ENSG00000100121	uc062ccl.1	NM_199127	ENST00000448514	Q14390
33426	GGTLC3	728226	ENSG00000274252	uc062biv.1	NM_001355479	ENST00000619998	B5MD39
33428	GGTLC4P	729838	ENSG00000230712		XR_015549		
33427	GGTLC5P	653590	ENSG00000276160		XR_016962		
4261	GH1	2688	ENSG00000259384	uc002jdj.4	NM_000515	ENST00000323322	P01241
4262	GH2	2689	ENSG00000136487	uc002jco.3	NM_002059	ENST00000423893	P01242
24438	GHDC	84514	ENSG00000167925	uc060fhk.1	NM_032484	ENST00000587427	Q8N2G8
49425	GHET1	102723099	ENSG00000281189		NR_130107		
17281	GHITM	27069	ENSG00000165678	uc001kcs.2	NM_014394	ENST00000372134	Q9H3K2
4263	GHR	2690	ENSG00000112964	uc003jmt.4	NM_000163	ENST00000230882	P10912
4265	GHRH	2691	ENSG00000118702	uc002xgs.5	NM_001184731	ENST00000373614	P01286
4266	GHRHR	2692	ENSG00000106128	uc003tbx.4	NM_000823	ENST00000326139	Q02643
18129	GHRL	51738	ENSG00000157017	uc021wsz.2	NM_016362	ENST00000335542	Q9UBU3
33885	GHRLOS	100126793	ENSG00000240288	uc062grr.1	NR_004431		
4267	GHSR	2693	ENSG00000121853	uc003fib.3	NM_004122	ENST00000241256	Q92847
